Global Volcanism Program - Volcanoes of the World 4.11.2,,,,Downloaded on 16 Sep 2022 at 10:03 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
312030,Pavlof,20137,Confirmed Eruption,Upper NE or NNE flank,2,,,1966,,3,,15,,Observations: Reported,,,,,,,,55.417,-161.894
313030,Redoubt,20387,Confirmed Eruption,North end of summit crater (2300 m),3,,,1966,,1,,24,,Observations: Reported,,1966,,2,,20,,60.485,-152.742
332010,Kilauea,10100,Confirmed Eruption,East rift zone (915-960 m),0,,,1965,,12,,24,,Observations: Reported,,1965,,12,,25,,19.421,-155.287
332010,Kilauea,10099,Confirmed Eruption,East rift zone (700-915 m),0,,,1965,,3,,5,,Observations: Reported,,1965,,3,,15,,19.421,-155.287
312160,Trident,20233,Confirmed Eruption,SW flank,3,?,,1964,,5,,31,,Observations: Reported,,,,,,,,58.236,-155.1
311020,Kiska,19664,Confirmed Eruption,,0,,,1964,,3,,18,,Observations: Reported,,,,,,,,52.103,177.602
311340,Westdahl,20043,Confirmed Eruption,,2,,,1964,,3,,10,,Observations: Reported,,1964,,4,,16,,54.516,-164.65
311360,Shishaldin,20083,Confirmed Eruption,,2,,,1963,,12,,28,,Observations: Reported,,,,,,,,54.756,-163.97
312160,Trident,20232,Confirmed Eruption,SW flank,3,,,1963,,10,,17,,Observations: Reported,,1963,,11,?,17,,58.236,-155.1
313010,Augustine,20270,Confirmed Eruption,,2,,,1963,,10,,11,,Observations: Reported,,1964,,8,,19,,59.363,-153.43
332010,Kilauea,10097,Confirmed Eruption,East rift zone (825-960 m),0,,,1963,,8,,21,,Observations: Reported,,1963,,10,,6,,19.421,-155.287
312160,Trident,20231,Confirmed Eruption,SW flank,3,,,1963,,4,,1,,Observations: Reported,,1963,,4,,3,,58.236,-155.1
311190,Amukta,19787,Confirmed Eruption,,3,,,1963,,2,,13,,Observations: Reported,,,,,,,,52.5,-171.252
332010,Kilauea,10096,Confirmed Eruption,East rift zone (945-990 m),0,,,1962,,12,,7,,Observations: Reported,,1962,,12,,9,,19.421,-155.287
311320,Akutan,20021,Confirmed Eruption,,2,,,1962,,11,,5,4,Observations: Reported,,,,,,,,54.134,-165.986
312160,Trident,20230,Confirmed Eruption,SW flank,3,,,1962,,6,,9,,Observations: Reported,,1962,,6,,9,,58.236,-155.1
311020,Kiska,19663,Confirmed Eruption,North flank (Sirius Point),3,,,1962,,1,,24,,Observations: Reported,,,,,,,,52.103,177.602
332010,Kilauea,10094,Confirmed Eruption,Halemaumau,1,,,1961,,7,,10,,Observations: Reported,,1961,,9,,24,,19.421,-155.287
312160,Trident,20229,Confirmed Eruption,SW flank (1100 m),2,,,1961,,6,?,30,,Observations: Reported,,,,,,,,58.236,-155.1
332010,Kilauea,10092,Confirmed Eruption,Halemaumau,1,,,1961,,2,,24,,Observations: Reported,,1961,,3,,25,,19.421,-155.287
311290,Okmok,19847,Confirmed Eruption,SW part of caldera (Cone A),3,,,1960,,10,,15,45,Observations: Reported,,1961,,4,,15,45,53.43,-168.13
312030,Pavlof,20136,Confirmed Eruption,Upper NE or NNE flank,2,,?,1960,,7,,2,182,Observations: Reported,,1963,,6,?,16,15,55.417,-161.894
332010,Kilauea,10091,Confirmed Eruption,Kilauea Iki,2,,,1959,,11,,14,,Observations: Reported,,1960,,2,,19,,19.421,-155.287
284134,Kasuga 1,18442,Confirmed Eruption,,0,,,1959,,7,,15,45,Observations: Reported,,,,,,,,21.765,143.71
311290,Okmok,19846,Confirmed Eruption,SW part of caldera (Cone A),3,,,1958,,8,,14,,Observations: Reported,,1958,,8,,25,10,53.43,-168.13
312030,Pavlof,20135,Confirmed Eruption,Upper NNE flank,2,,,1958,,5,,17,,Observations: Reported,,1958,,8,,28,,55.417,-161.894
312160,Trident,20228,Confirmed Eruption,SW flank,2,,,1957,,7,,2,182,Observations: Reported,,1960,,8,?,10,,58.236,-155.1
312160,Trident,20227,Confirmed Eruption,Volcano Uncertain:  attributed to Trident,2,,,1956,,9,,8,,,,1956,,9,,9,,58.236,-155.1
312070,Veniaminof,20166,Confirmed Eruption,Western intracaldera cone,3,,,1956,,3,,16,15,Observations: Reported,,1956,,5,,23,,56.17,-159.38
311360,Shishaldin,20082,Confirmed Eruption,,2,,,1955,,7,,16,15,Observations: Reported,,,,,,,,54.756,-163.97
332010,Kilauea,10090,Confirmed Eruption,Lower east rift zone (50-400 m),0,,,1955,,2,,28,,Observations: Reported,,1955,,5,,26,,19.421,-155.287
332010,Kilauea,10089,Confirmed Eruption,Halemaumau and Kilauea caldera,0,,,1954,,5,,31,,Observations: Reported,,1954,,6,,3,,19.421,-155.287
312030,Pavlof,20134,Confirmed Eruption,Upper NE or NNE flank,1,?,,1953,,11,,25,,Observations: Reported,,1954,,8,,16,15,55.417,-161.894
311360,Shishaldin,20081,Confirmed Eruption,,2,,,1953,,10,,4,3,Observations: Reported,,,,,,,,54.756,-163.97
313040,Spurr,20397,Confirmed Eruption,South flank (Crater Peak),4,,,1953,,7,,9,,Observations: Reported,,1953,,7,,16,,61.299,-152.251
311320,Akutan,20020,Confirmed Eruption,,2,,,1953,,7,,2,182,Observations: Reported,,,,,,,,54.134,-165.986
312140,Martin,20210,Confirmed Eruption,Volcano Uncertain: SW of Trident; probably Martin,,,,1953,,2,,17,,,,,,,,,,58.172,-155.361
312160,Trident,20226,Confirmed Eruption,SW flank (1100 m),3,,,1953,,2,,15,,Observations: Reported,,1954,,10,?,5,,58.236,-155.1
284140,Farallon de Pajaros,18493,Confirmed Eruption,"Summit, east side",2,,,1952,,10,,26,5,Observations: Reported,,1953,,4,,15,,20.546,144.893
332010,Kilauea,10088,Confirmed Eruption,Halemaumau,0,,,1952,,6,,27,,Observations: Reported,,1952,,11,,10,,19.421,-155.287
311070,Gareloi,19684,Confirmed Eruption,,2,?,,1952,,1,,17,,Observations: Reported,,,,,,,,51.79,-178.794
311310,Makushin,19986,Confirmed Eruption,,1,,,1951,,12,,20,,Observations: Reported,,,,,,,,53.891,-166.923
311320,Akutan,20019,Confirmed Eruption,,2,,,1951,,10,,16,15,Observations: Reported,,,,,,,,54.134,-165.986
312030,Pavlof,20133,Confirmed Eruption,Upper NE or NNE flank,2,,,1951,,10,,16,15,Observations: Reported,,1952,,2,?,16,15,55.417,-161.894
284140,Farallon de Pajaros,18492,Confirmed Eruption,,2,,,1951,,8,,16,15,Observations: Reported,,,,,,,,20.546,144.893
312140,Martin,20209,Confirmed Eruption,Volcano Uncertain: Kukak Bay ashfall; probably Martin,,,,1951,,7,,22,,,,,,,,,,58.172,-155.361
284133,Fukujin,18431,Confirmed Eruption,,0,,,1951,,7,,15,45,Observations: Reported,,1951,,10,,15,45,21.93,143.47
311360,Shishaldin,20080,Confirmed Eruption,,2,,,1951,,4,,16,15,Observations: Reported,,1951,,10,,5,4,54.756,-163.97
311120,Great Sitkin,19737,Confirmed Eruption,,,,,1950,,11,,5,,Observations: Reported,,1950,,11,,29,,52.076,-176.13
312030,Pavlof,20132,Confirmed Eruption,Upper NE or NNE flank,2,,,1950,,7,,31,,Observations: Reported,,1951,,5,,16,15,55.417,-161.894
312160,Trident,20225,Confirmed Eruption,Volcano Uncertain:  attributed to Trident,2,?,,1950,,7,,2,,,,1950,,8,,18,,58.236,-155.1
311070,Gareloi,19683,Confirmed Eruption,,1,,,1950,,7,,2,182,Observations: Reported,,1951,,7,,2,182,51.79,-178.794
332020,Mauna Loa,10224,Confirmed Eruption,SW rift zone (2440 m),0,,,1950,,6,,1,,Observations: Reported,,1950,,6,,23,,19.475,-155.608
311120,Great Sitkin,19736,Confirmed Eruption,,1,,,1949,,12,,30,,Observations: Reported,,1950,,1,,7,,52.076,-176.13
312160,Trident,20224,Confirmed Eruption,,,,,1949,,6,,0,,Observations: Reported,,,,,,,,58.236,-155.1
332020,Mauna Loa,10223,Confirmed Eruption,Mokuaweoweo and SW rift zone,0,,,1949,,1,,6,,Observations: Reported,,1949,,5,,31,,19.475,-155.608
311320,Akutan,20018,Confirmed Eruption,,2,,,1948,,4,,29,,Observations: Reported,,1948,,8,>,7,,54.134,-165.986
311360,Shishaldin,20026,Confirmed Eruption,,2,,,1948,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
284140,Farallon de Pajaros,18491,Confirmed Eruption,North side,0,?,,1947,,1,?,0,,Observations: Reported,,,,,,,,20.546,144.893
311320,Akutan,20017,Confirmed Eruption,,2,,,1946,,12,,0,,Observations: Reported,,1947,,1,,0,,54.134,-165.986
311360,Shishaldin,20079,Confirmed Eruption,,2,,,1946,,8,,0,,Observations: Reported,,1947,,1,,0,,54.756,-163.97
311290,Okmok,19845,Confirmed Eruption,SW part of caldera (Cone A),2,,,1945,,6,,4,,Observations: Reported,,1945,,12,,0,,53.43,-168.13
311120,Great Sitkin,19734,Confirmed Eruption,,2,,,1945,,3,,0,,Observations: Reported,,,,,,,,52.076,-176.13
311240,Cleveland,19702,Confirmed Eruption,,3,,,1944,,6,,10,,Observations: Reported,,1944,,6,,12,,52.825,-169.944
312070,Veniaminof,20165,Confirmed Eruption,Western intracaldera cone,2,,,1944,,3,,28,,Observations: Reported,,,,,,,,56.17,-159.38
311290,Okmok,19844,Confirmed Eruption,SW part of caldera (Cone A),1,,,1943,,6,,0,,Observations: Reported,,,,,,,,53.43,-168.13
284140,Farallon de Pajaros,18490,Confirmed Eruption,"Summit, south side",2,,,1943,,0,,0,,Observations: Reported,,,,,,,,20.546,144.893
332020,Mauna Loa,10222,Confirmed Eruption,NE rift zone (2800 m) and Mokuaweoweo,0,,,1942,,4,,26,,Observations: Reported,,1942,,5,,10,,19.475,-155.608
311110,Kanaga,19720,Confirmed Eruption,,1,,,1942,,0,,0,,Observations: Reported,,,,,,,,51.923,-177.168
284140,Farallon de Pajaros,18489,Confirmed Eruption,,,,,1941,,3,,28,,Observations: Reported,,,,,,,,20.546,144.893
332020,Mauna Loa,10221,Confirmed Eruption,Mokuaweoweo and SW rift zone,0,,,1940,,4,,7,,Observations: Reported,,1940,,8,,18,,19.475,-155.608
312070,Veniaminof,20164,Confirmed Eruption,Western intracaldera cone,2,,,1939,,11,,0,,Observations: Reported,,,,,,,,56.17,-159.38
312070,Veniaminof,20163,Confirmed Eruption,Western intracaldera cone,3,,,1939,,5,,23,,Observations: Reported,,1939,,6,?,26,,56.17,-159.38
284140,Farallon de Pajaros,18488,Confirmed Eruption,East side ?,2,,,1939,,0,,0,,Observations: Reported,,,,,,,,20.546,144.893
311310,Makushin,19985,Confirmed Eruption,,2,,,1938,,10,,0,,Observations: Reported,,,,,,,,53.891,-166.923
311290,Okmok,19843,Confirmed Eruption,SW part of caldera (Cone A),,,,1938,,0,,0,,Observations: Reported,,,,,,,,53.43,-168.13
311240,Cleveland,19701,Confirmed Eruption,,,,,1938,,0,,0,,Observations: Reported,,,,,,,,52.825,-169.944
311210,Yunaska,19796,Confirmed Eruption,,3,,,1937,,11,,3,,Observations: Reported,,1937,,11,,4,,52.643,-170.629
284140,Farallon de Pajaros,18487,Confirmed Eruption,,2,,,1936,,4,,15,45,Observations: Reported,,,,,,,,20.546,144.893
312030,Pavlof,20131,Confirmed Eruption,,3,,,1936,,0,,0,,Observations: Reported,,1948,,5,?,0,,55.417,-161.894
332020,Mauna Loa,10220,Confirmed Eruption,NE rift zone (3690 m) and Mokuaweoweo,0,,,1935,,11,,21,,Observations: Reported,,1936,,1,,2,,19.475,-155.608
313010,Augustine,20269,Confirmed Eruption,,3,,,1935,,3,,13,,Observations: Reported,,1935,,8,,18,,59.363,-153.43
332010,Kilauea,10087,Confirmed Eruption,Halemaumau,0,,,1934,,9,,6,,Observations: Reported,,1934,,10,,8,,19.421,-155.287
284140,Farallon de Pajaros,18486,Confirmed Eruption,Immediately south of Uracas,0,,,1934,,7,,15,45,Observations: Reported,,,,,,,,20.546,144.893
332020,Mauna Loa,10219,Confirmed Eruption,Mokuaweoweo,0,,,1933,,12,,2,,Observations: Reported,,1933,,12,,18,,19.475,-155.608
311120,Great Sitkin,19733,Confirmed Eruption,,2,,,1933,,11,,0,,Observations: Reported,,,,,,,,52.076,-176.13
284140,Farallon de Pajaros,18485,Confirmed Eruption,"Summit, east side ?",2,,,1932,,9,,7,,Observations: Reported,,1932,,10,,7,,20.546,144.893
311360,Shishaldin,20078,Confirmed Eruption,,2,,,1932,,2,,1,,Observations: Reported,,1932,,5,,21,,54.756,-163.97
311240,Cleveland,19804,Confirmed Eruption,,,,,1932,,1,,1,,Observations: Reported,,,,,,,,52.825,-169.944
332010,Kilauea,10086,Confirmed Eruption,Halemaumau,0,,,1931,,12,,23,,Observations: Reported,,1932,,1,,5,,19.421,-155.287
311300,Bogoslof,19861,Confirmed Eruption,1926-1927 dome,1,,,1931,,10,,31,,Observations: Reported,,,,,,,,53.93,-168.03
312090,Aniakchak,20192,Confirmed Eruption,West and SW caldera floor,4,,,1931,,5,,1,,Observations: Reported,,1931,,6,>,13,,56.88,-158.17
311320,Akutan,20016,Confirmed Eruption,,2,,,1931,,5,,0,,Observations: Reported,,1931,,8,,0,,54.134,-165.986
311290,Okmok,19841,Confirmed Eruption,Cone A?,2,,,1931,,3,,21,,Observations: Reported,,1931,,5,>,13,,53.43,-168.13
332010,Kilauea,10085,Confirmed Eruption,Halemaumau,0,,,1930,,11,,19,,Observations: Reported,,1930,,12,,7,,19.421,-155.287
312070,Veniaminof,20162,Confirmed Eruption,Western intracaldera cone,2,,,1930,,6,,0,,Observations: Reported,,,,,,,,56.17,-159.38
311260,Kagamil,19821,Confirmed Eruption,,,,,1929,,12,,0,,Observations: Reported,,,,,,,,52.974,-169.72
332010,Kilauea,10084,Confirmed Eruption,Halemaumau,0,,,1929,,7,,25,,Observations: Reported,,1929,,7,,28,,19.421,-155.287
311360,Shishaldin,20077,Confirmed Eruption,Summit and north flank,2,,,1929,,5,,28,,Observations: Reported,,1929,,6,>,23,,54.756,-163.97
311320,Akutan,20015,Confirmed Eruption,,2,,,1929,,5,?,0,,Observations: Reported,,,,,,,,54.134,-165.986
311070,Gareloi,19682,Confirmed Eruption,SE flank fissure (near summit to sea),3,,,1929,,4,,0,,Observations: Reported,,1930,,0,,0,,51.79,-178.794
312030,Pavlof,20130,Confirmed Eruption,,2,,,1929,,3,,0,,Observations: Reported,,1931,,8,,0,,55.417,-161.894
332010,Kilauea,10083,Confirmed Eruption,Halemaumau,0,,,1929,,2,,20,,Observations: Reported,,1929,,2,,21,,19.421,-155.287
284140,Farallon de Pajaros,18484,Confirmed Eruption,,2,?,,1928,,12,,15,5,Observations: Reported,,,,,,,,20.546,144.893
311360,Shishaldin,20076,Confirmed Eruption,,2,,,1928,,8,,0,,Observations: Reported,,,,,,,,54.756,-163.97
332010,Kilauea,10081,Confirmed Eruption,Halemaumau,0,,,1927,,7,,7,,Observations: Reported,,1927,,7,,20,,19.421,-155.287
311360,Shishaldin,20075,Confirmed Eruption,,,,,1927,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
311320,Akutan,20014,Confirmed Eruption,,2,,,1927,,0,,0,,Observations: Reported,,1928,,0,,0,,54.134,-165.986
311310,Makushin,19984,Confirmed Eruption,,2,,,1926,,12,,30,,Observations: Reported,,,,,,,,53.891,-166.923
311300,Bogoslof,19860,Confirmed Eruption,Between New and Old Bogoslof,2,,,1926,,7,,0,,Observations: Reported,,1928,,0,,0,,53.93,-168.03
332020,Mauna Loa,10218,Confirmed Eruption,SW rift (2320 m),0,,,1926,,4,,10,,Observations: Reported,,1926,,4,?,28,,19.475,-155.608
284170,Pagan,18512,Confirmed Eruption,,2,,,1925,,2,,0,,Observations: Reported,,1925,,5,,5,,18.13,145.8
284140,Farallon de Pajaros,18483,Confirmed Eruption,,2,,,1925,,0,,0,,Observations: Reported,,,,,,,,20.546,144.893
311360,Shishaldin,20074,Confirmed Eruption,,,,,1925,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
332010,Kilauea,10079,Confirmed Eruption,Halemaumau,2,,,1924,,5,,10,,Observations: Reported,,1924,,7,,29,,19.421,-155.287
312030,Pavlof,20129,Confirmed Eruption,,2,,,1924,,1,,17,,Observations: Reported,,,,,,,,55.417,-161.894
284170,Pagan,18511,Confirmed Eruption,North Pagan,3,,,1923,,2,?,0,,Observations: Reported,,1923,,3,,26,5,18.13,145.8
312030,Pavlof,20128,Confirmed Eruption,,2,,,1922,,12,,24,,Observations: Reported,,1923,,2,,28,60,55.417,-161.894
311360,Shishaldin,20073,Confirmed Eruption,,2,,,1922,,10,,15,45,Observations: Reported,,,,,,,,54.756,-163.97
311070,Gareloi,19680,Confirmed Eruption,,3,,,1922,,0,,0,,Observations: Reported,,,,,,,,51.79,-178.794
332020,Mauna Loa,10217,Confirmed Eruption,SW rift zone (3450 and 2350 m),0,,,1919,,9,,26,,Observations: Reported,,1919,,11,?,5,,19.475,-155.608
312030,Pavlof,20127,Confirmed Eruption,,2,,,1917,,10,,0,,Observations: Reported,,,,,,,,55.417,-161.894
284160,Agrigan,18502,Confirmed Eruption,,4,,,1917,,4,,9,,Observations: Reported,,,,,,,,18.77,145.67
284170,Pagan,18510,Confirmed Eruption,North Pagan,2,,,1917,,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
332020,Mauna Loa,10216,Confirmed Eruption,SW rift zone (3000 and 2250 m),0,,,1916,,5,,19,,Observations: Reported,,1916,,5,,30,,19.475,-155.608
332020,Mauna Loa,10215,Confirmed Eruption,Mokuaweoweo,0,,,1914,,11,,25,,Observations: Reported,,1915,,1,,11,,19.475,-155.608
312030,Pavlof,20126,Confirmed Eruption,,2,,,1914,,7,,6,,Observations: Reported,,,,,,,,55.417,-161.894
323080,Lassen Volcanic Center,20657,Confirmed Eruption,Lassen Peak,3,,,1914,,5,,30,,Observations: Reported,,1917,,6,,29,,40.492,-121.508
311080,Tanaga,19697,Confirmed Eruption,,0,,,1914,,0,,0,,Observations: Reported,,,,,,,,51.885,-178.146
312160,Trident,20223,Confirmed Eruption,,1,,,1913,,9,,0,,Observations: Reported,,,,,,,,58.236,-155.1
312170,Katmai,20237,Confirmed Eruption,,3,,,1912,,6,,6,,Observations: Reported,,1912,,7,>,21,,58.28,-154.963
312180,Novarupta,20243,Confirmed Eruption,,6,,,1912,,6,,6,,Observations: Reported,,1912,,10,?,0,,58.27,-155.157
284140,Farallon de Pajaros,18482,Confirmed Eruption,North side ?,2,,,1912,,0,,0,,Observations: Reported,,,,,,,,20.546,144.893
315020,Wrangell,20415,Confirmed Eruption,,1,,,1911,,4,,14,,Observations: Reported,,1912,,9,?,14,,62.006,-144.017
311320,Akutan,20012,Confirmed Eruption,,2,,,1911,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
311300,Bogoslof,19858,Confirmed Eruption,Tahoma Peak,2,,,1909,,9,,0,,Observations: Reported,,1910,,9,,19,,53.93,-168.03
284170,Pagan,18509,Confirmed Eruption,North Pagan,2,,,1909,,0,,0,,Observations: Reported,,,,,,,,18.13,145.8
311320,Akutan,19838,Confirmed Eruption,,0,,,1908,,2,,22,,Observations: Reported,,,,,,,,54.134,-165.986
313010,Augustine,20268,Confirmed Eruption,,1,?,,1908,,0,,0,,Observations: Reported,,,,,,,,59.363,-153.43
332020,Mauna Loa,10214,Confirmed Eruption,SW rift zone (1890 m) and Mokuaweoweo,0,,,1907,,1,,9,,Observations: Reported,,1907,,1,>,24,,19.475,-155.608
311160,Atka Volcanic Complex,19754,Confirmed Eruption,,,,,1907,,0,,0,,Observations: Reported,,,,,,,,52.331,-174.139
311310,Makushin,19982,Confirmed Eruption,,,,,1907,,0,,0,,Observations: Reported,,,,,,,,53.891,-166.923
311320,Akutan,20011,Confirmed Eruption,,,,,1907,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
332010,Kilauea,10075,Confirmed Eruption,Halemaumau,0,,,1906,,12,,2,,Observations: Reported,,1924,,2,,0,,19.421,-155.287
311110,Kanaga,19718,Confirmed Eruption,"Summit, upper SW flank",,,,1906,,5,,0,,Observations: Reported,,,,,,,,51.923,-177.168
311300,Bogoslof,19856,Confirmed Eruption,"Metcalf Peak, McCullough Peak",3,,,1906,,3,,1,30,Observations: Reported,,1907,,9,,1,,53.93,-168.03
312030,Pavlof,20125,Confirmed Eruption,Summit and north flank fissure,3,,,1906,,0,,0,,Observations: Reported,,1911,,12,?,7,,55.417,-161.894
284150,Asuncion,18500,Confirmed Eruption,Upper SE and west flanks,2,,,1906,,0,,0,,Observations: Reported,,,,,,,,19.671,145.406
332010,Kilauea,10074,Confirmed Eruption,Halemaumau,0,,,1905,,2,,22,,Observations: Reported,,1906,,4,,0,,19.421,-155.287
311110,Kanaga,19717,Confirmed Eruption,Upper south flank ?,0,,,1904,,0,,0,,Observations: Reported,,,,,,,,51.923,-177.168
332010,Kilauea,10073,Confirmed Eruption,Halemaumau,0,,,1903,,11,,25,,Observations: Reported,,1904,,1,,10,,19.421,-155.287
332020,Mauna Loa,10213,Confirmed Eruption,Mokuaweoweo,0,,,1903,,9,,1,,Observations: Reported,,1903,,12,?,7,,19.475,-155.608
315020,Wrangell,20413,Confirmed Eruption,West Crater,2,,,1902,,7,,15,45,Observations: Reported,,,,,,,,62.006,-144.017
332010,Kilauea,10072,Confirmed Eruption,Halemaumau,0,,,1902,,6,,3,,Observations: Reported,,1903,,3,,5,5,19.421,-155.287
332010,Kilauea,10071,Confirmed Eruption,Halemaumau,0,,,1902,,2,<,14,,Observations: Reported,,1902,,2,,0,,19.421,-155.287
313030,Redoubt,20384,Confirmed Eruption,,3,,,1902,,1,,18,,Observations: Reported,,,,,,,,60.485,-152.742
311180,Seguam,19778,Confirmed Eruption,,3,,,1902,,0,,0,,Observations: Reported,,,,,,,,52.315,-172.51
312030,Pavlof,20124,Confirmed Eruption,,2,?,,1901,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
311360,Shishaldin,20071,Confirmed Eruption,,,,,1901,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
315020,Wrangell,20412,Confirmed Eruption,,2,?,,1900,,6,<,0,,Observations: Reported,,,,,,,,62.006,-144.017
284140,Farallon de Pajaros,18481,Confirmed Eruption,"Summit, east side",2,,?,1900,,0,,0,,Observations: Reported,,1901,,5,,0,,20.546,144.893
315020,Wrangell,20411,Confirmed Eruption,,2,?,,1899,,9,,3,,Observations: Reported,,,,,,,,62.006,-144.017
332020,Mauna Loa,10212,Confirmed Eruption,NE rift zone (3260 m) and Mokuaweoweo,1,,,1899,,7,,1,,Observations: Reported,,1899,,7,,23,,19.475,-155.608
311290,Okmok,19840,Confirmed Eruption,SW part of caldera (Cone A),3,,,1899,,0,,0,,Observations: Reported,,,,,,,,53.43,-168.13
311360,Shishaldin,20069,Confirmed Eruption,,2,,,1898,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
332010,Kilauea,10070,Confirmed Eruption,Halemaumau,0,,,1897,,6,,24,,Observations: Reported,,1897,,6,,27,,19.421,-155.287
311240,Cleveland,19802,Confirmed Eruption,,,,,1897,,0,,0,,Observations: Reported,,,,,,,,52.825,-169.944
332010,Kilauea,10069,Confirmed Eruption,Halemaumau,0,,,1896,,7,,11,,Observations: Reported,,1896,,9,,25,5,19.421,-155.287
332020,Mauna Loa,10211,Confirmed Eruption,Mokuaweoweo,0,,,1896,,4,,21,,Observations: Reported,,1896,,5,,6,,19.475,-155.608
332010,Kilauea,10068,Confirmed Eruption,Halemaumau,0,,,1896,,1,,3,,Observations: Reported,,1896,,1,,28,,19.421,-155.287
311320,Akutan,20010,Confirmed Eruption,,,,,1896,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
311320,Akutan,21085,Confirmed Eruption,,2,,,1895,,8,,1,,Observations: Reported,,1895,,8,,14,,54.134,-165.986
312030,Pavlof,20123,Confirmed Eruption,,2,?,,1894,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
311240,Cleveland,19801,Confirmed Eruption,,,,,1893,,0,,0,,Observations: Reported,,,,,,,,52.825,-169.944
332020,Mauna Loa,10210,Confirmed Eruption,Mokuaweoweo,0,,,1892,,11,,30,,Observations: Reported,,1892,,12,,3,,19.475,-155.608
311320,Akutan,20009,Confirmed Eruption,,1,,,1892,,9,,23,,Observations: Reported,,,,,,,,54.134,-165.986
312070,Veniaminof,20161,Confirmed Eruption,Western intracaldera cone,3,,,1892,,8,,28,,Observations: Reported,,1892,,8,,30,,56.17,-159.38
311180,Seguam,19777,Confirmed Eruption,,3,,,1892,,4,,15,45,Observations: Reported,,,,,,,,52.315,-172.51
312030,Pavlof,20122,Confirmed Eruption,,2,?,,1892,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
311180,Seguam,19776,Confirmed Eruption,,2,,,1891,,12,,0,,Observations: Reported,,,,,,,,52.315,-172.51
332020,Mauna Loa,10209,Confirmed Eruption,SW rift zone (1740 m) and Mokuaweoweo,0,,,1887,,1,,16,,Observations: Reported,,1887,,1,?,28,,19.475,-155.608
311320,Akutan,20008,Confirmed Eruption,,0,,,1887,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
312030,Pavlof,20121,Confirmed Eruption,,2,?,,1886,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
313010,Augustine,20266,Confirmed Eruption,,4,,,1883,,10,,6,,Observations: Reported,?,1884,,0,,0,,59.363,-153.43
311300,Bogoslof,19855,Confirmed Eruption,New Bogoslof (Grewingk),3,,,1883,,9,<,27,,Observations: Reported,,1895,2,0,,0,,53.93,-168.03
284190,Guguan,18531,Confirmed Eruption,,2,?,,1883,1,0,,0,,Observations: Reported,,,,,,,,17.307,145.845
311320,Akutan,20007,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,,,,,,,54.134,-165.986
311310,Makushin,19981,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,,,,,,,53.891,-166.923
311360,Shishaldin,20067,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
332020,Mauna Loa,10208,Confirmed Eruption,NE rift zone (3170 m),1,,,1880,,11,,5,,Observations: Reported,,1881,,8,,10,,19.475,-155.608
321010,Baker,20465,Confirmed Eruption,Sherman Crater,2,,,1880,,9,,7,,Observations: Reported,,1880,,11,,27,,48.777,-121.813
332020,Mauna Loa,10207,Confirmed Eruption,Mokuaweoweo,1,,,1880,,5,,1,,Observations: Reported,,1880,,5,,6,,19.475,-155.608
312030,Pavlof,20120,Confirmed Eruption,,1,?,,1880,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
332020,Mauna Loa,10206,Confirmed Eruption,Mokuaweoweo,0,,,1879,,3,,9,,Observations: Reported,,1879,,3,?,9,,19.475,-155.608
311190,Amukta,19786,Confirmed Eruption,,,,,1878,,0,,0,,Observations: Reported,,,,,,,,52.5,-171.252
311290,Okmok,19839,Confirmed Eruption,Cone A?,2,?,,1878,,0,,0,,Observations: Reported,,,,,,,,53.43,-168.13
311270,Vsevidof,19830,Confirmed Eruption,West flank fissure ?,2,,,1878,,0,,0,,Observations: Reported,,,,,,,,53.13,-168.693
332020,Mauna Loa,10205,Confirmed Eruption,"Mokuaweoweo, submarine west flank",0,,,1877,,2,,14,,Observations: Reported,,1877,,2,,24,,19.475,-155.608
332020,Mauna Loa,10204,Confirmed Eruption,Mokuaweoweo,0,,,1876,,2,,13,,Observations: Reported,,1876,,2,?,14,,19.475,-155.608
